ACT Symbol,Company Name
LHO$J,LaSalle Hotel Properties 6.3% Series J Cumulative Redeemable Preferred Shares of Beneficial Interest
LII,"Lennox International, Inc. Common Stock"
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares"
LKSD,"LSC Communications, Inc. Common Stock "
LL,"Lumber Liquidators Holdings, Inc Common Stock"
LLL,"L3 Technologies, Inc. Common Stock"
LLY,Eli Lilly and Company Common Stock
LM,"Legg Mason, Inc. Common Stock"
LMHA,"Legg Mason, Inc. 6.375% Junior Subordinated Notes due 2056"
LMHB,"Legg Mason, Inc. 5.45% Junior Subordinated Notes due 2056"
LMT,Lockheed Martin Corporation Common Stock
LN,LINE Corporation American Depositary Shares (each representing one share of Common Stock)
LNC,Lincoln National Corporation Common Stock
LNC.W,"Lincoln National Corporation Warrant expiring July 10, 2019"
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)
LNN,Lindsay Corporation Common Stock
LNT,Alliant Energy Corporation Common Stock
LOW,"Lowe's Companies, Inc. Common Stock"
LPG,Dorian LPG Ltd. Common Stock
LPI,"Laredo Petroleum, Inc. Common Stock"
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES"
LPT,Liberty Property Trust
LPX,Louisiana
LQ,La Quinta Holdings Inc. Common Stock
LRN,K12 Inc Common Stock
LSI,"Life Storage, Inc. Common Stock"
LTC,"LTC Properties, Inc. Common Stock"
LUB,"Luby's, Inc. Common Stock"
LUK,Leucadia National Corporation Common Stock
LUV,Southwest Airlines Company Common Stock
LUX,"Luxottica Group, S.p.A. Common Stock"
LVLT,"Level 3 Communications, Inc. Common Stock"
LVS,Las Vegas Sands Corp. Common Stock
LW,"Lamb Weston Holdings, Inc. Common Stock "
LXFR,Luxfer Holdings PLC American Depositary Shares (each representing one
LXFT,"Luxoft Holding, Inc. Class A Ordinary Shares"
LXP,Lexington Realty Trust Common Stock
LXP$C,Lexington Realty Trust  Preferred Conv. Series C
LXU,"LSB Industries, Inc. Common Stock"
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
LYG,Lloyds Banking Group Plc American Depositary Shares
LYV,"Live Nation Entertainment, Inc. Common Stock"
LZB,La
M,Macy's Inc Common Stock
MA,Mastercard Incorporated Common Stock
MAA,Mid
MAA$I,Mid
MAC,Macerich Company (The) Common Stock
MAIN,Main Street Capital Corporation Common Stock
MAN,ManpowerGroup Common Stock
MANU,Manchester United Ltd. Class A Ordinary Shares
MAS,Masco Corporation Common Stock
MATX,"Matson, Inc. Common Stock"
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest
MBI,MBIA Inc. Common Stock
MBLY,Mobileye N.V. Ordinary Shares
MBT,Mobile TeleSystems PJSC
MC,Moelis & Company Class A Common Stock
MCC,Medley Capital Corporation Common Stock
MCD,McDonald's Corporation Common Stock
MCI,Barings Corporate Investors Common Stock
MCK,McKesson Corporation Common Stock
MCO,Moody's Corporation Common Stock
MCR,MFS Charter Income Trust Common Stock
MCRN,Milacron Holdings Corp. Common Stock
MCS,Marcus Corporation (The) Common Stock
MCV,Medley Capital Corporation 6.125% Senior Notes due 2023
MCX,Medley Capital Corporation 6.50% Notes due 2021
MCY,Mercury General Corporation Common Stock
MD,"Mednax, Inc. Common Stock"
MDC,"M.D.C. Holdings, Inc. Common Stock"
MDLQ,Medley LLC 7.25% Notes due 2024
MDLX,Medley LLC 6.875% Senior Notes due 2026
MDLY,Medley Management Inc. Class A Common Stock
MDP,Meredith Corporation Common Stock
MDR,"McDermott International, Inc. Common Stock"
MDT,Medtronic plc. Ordinary Shares
MDU,"MDU Resources Group, Inc. Common Stock"
MED,MEDIFAST INC Common Stock
MEI,"Methode Electronics, Inc. Common Stock"
MEP,"Midcoast Energy Partners, L.P. Common units representing limited partner interests"
MER$K,"Merrill Lynch & Co., Inc. 6.45% Trust Preferred Securities"
MER$P,"Merrill Lynch & Co., Inc. Merrill Lynch Capital Trust III 7.375% Trust Preferred Securities"
MET,"MetLife, Inc. Common Stock"
MET$A,"MetLife, Inc. Preferred Series A Floating Rate"
MFA,"MFA Financial, Inc."
MFA$B,"MFA Financial, Inc. Preferred Series B"
MFC,Manulife Financial Corporation Common Stock
MFCB,MFC Bancorp Ltd.
MFD,Macquarie/First Trust Global Common Stock
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)"
MFM,MFS Municipal Income Trust Common Stock
MFO,"MFA Financial, Inc. 8.00% Senior Notes due 2042"
MFV,MFS Special Value Trust Common Stock
MG,Mistras Group Inc Common Stock
MGA,"Magna International, Inc. Common Stock"
MGF,MFS Government Markets Income Trust Common Stock
MGM,MGM Resorts International Common Stock
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests
MGR,"Affiliated Managers Group, Inc. 6.375% Senior Notes due 2042"
MH$A,"Maiden Holdings, Ltd. Pref Shs Ser A (Bermuda)"
MH$C,"Maiden Holdings North America, Ltd. 7.125% Non"
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest
MHK,"Mohawk Industries, Inc. Common Stock"
MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046"
MHNB,"Maiden Holdings North America, Ltd. 8.00% Notes due 2042"
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043"
MHO,"M/I Homes, Inc. Common Stock"
MHO$A,"M/I Homes, Inc. M/I Homes, Inc. Depositary Shares (Each representing 1/1000 of a Share of 9.75% Series A Preferred Share)"
MIC,Macquarie Infrastructure Company Common Stock
MIN,MFS Intermediate Income Trust Common Stock
MITT,"AG Mortgage Investment Trust, Inc. Common Stock"
MITT$A,"AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A"
MITT$B,"AG Mortgage Investment Trust, Inc. Preferred Series B"
MIXT,"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares"
MJN,Mead Johnson Nutrition Company Common Stock
MKC,"McCormick & Company, Incorporated Common Stock"
MKC.V,"McCormick & Company, Incorporated Common Stock"
MKL,Markel Corporation Common Stock
MLI,"Mueller Industries, Inc. Common Stock"
MLM,"Martin Marietta Materials, Inc. Common Stock"
MLP,"Maui Land & Pineapple Company, Inc. Common Stock"
MLR,"Miller Industries, Inc. Common Stock"
MMC,"Marsh & McLennan Companies, Inc. Common Stock"
MMI,"Marcus & Millichap, Inc. Common Stock"
MMM,3M Company Common Stock
MMP,Magellan Midstream Partners L.P. Limited Partnership
MMS,"Maximus, Inc. Common Stock"
MMT,MFS Multimarket Income Trust Common Stock
MN,"Manning & Napier, Inc. Class A Common Stock"
MNI,McClatchy Company (The) Common Stock
MNK,Mallinckrodt plc Ordinary Shares
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock
MNR$B,Monmouth Real Estate Investment Corporation Series B Cumulative Redeemable Preferred Stock $0.01 par value
MNR$C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock
MO,"Altria Group, Inc."
MOD,Modine Manufacturing Company Common Stock
MODN,"Model N, Inc. Common Stock"
MOG.A,Moog Inc. Class A Common Stock
MOG.B,Moog Inc. Class B Common Stock
MOH,Molina Healthcare Inc Common Stock
MON,Monsanto Company Common Stock
MORE,"Monogram Residential Trust, Inc. Common"
MOS,Mosaic Company (The) Common Stock
MOV,Movado Group Inc. Common Stock
MP$D,Mississippi Power Company 5.25 Srs Pfd
MPC,Marathon Petroleum Corporation Common Stock
MPG,Metaldyne Performance Group Inc. Common Stock
MPLX,MPLX LP Common Units Representing Limited Partner Interests
MPSX,Multi Packaging Solutions International Limited Common Shares
MPV,Barings Participation Investors Common Stock
MPW,"Medical Properties Trust, Inc. common stock"
MPX,Marine Products Corporation Common Stock
MRC,MRC Global Inc. Common Stock
MRIN,Marin Software Incorporated Common Stock
MRK,"Merck & Company, Inc. Common Stock (new)"
MRO,Marathon Oil Corporation Common Stock
MRT,"MedEquities Realty Trust, Inc. Common Stock"
MS,Morgan Stanley Common Stock
MS$A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A
MS$E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E
MS$F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag
MS$G,Morgan Stanley Depositary Shares Representing 1/1000th Preferred Series G
MS$I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)
MS$K,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed"
MSA,MSA Safety Incorporated Common Stock
MSB,Mesabi Trust Common Stock
MSCA,Main Street Capital Corporation 6.125% Senior Notes due 2023
MSCI,MSCI Inc Common Stock
MSG,The Madison Square Garden Company Class A Common Stock (New)
MSGN,MSG Networks Inc. Common Stock
MSI,"Motorola Solutions, Inc. Common Stock"
MSL,MidSouth Bancorp Common Stock
MSM,"MSC Industrial Direct Company, Inc. Common Stock"
MT,Arcelor Mittal NY Registry Shares NEW
MTB,M&T Bank Corporation Common Stock
MTB$,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series A"
MTB$C,"M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series C"
MTB.W,"M&T Bank Corporation Warrant (Expiring December 23, 2018)"
MTD,Mettler
MTDR,Matador Resources Company Common Stock
MTG,MGIC Investment Corporation Common Stock
MTH,Meritage Homes Corporation Common Stock
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares)
MTL$,Mechel PAO American Depositary Shares (each representing one
MTN,"Vail Resorts, Inc. Common Stock"
MTOR,"Meritor, Inc. Common Stock"
MTR,Mesa Royalty Trust Common Stock
MTRN,Materion Corporation
MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock
MTU,"Mitsubishi UFJ Financial Group, Inc. Common Stock"
MTW,"Manitowoc Company, Inc. (The) Common Stock"
MTX,Minerals Technologies Inc. Common Stock
MTZ,"MasTec, Inc. Common Stock"
MULE,"MuleSoft, Inc. Class A Common Stock"
MUR,Murphy Oil Corporation Common Stock
MUSA,Murphy USA Inc. Common Stock
MUX,McEwen Mining Inc. Common Stock
MVC,"MVC Capital, Inc. Common Stock"
MVCB,MVC Capital 7.25% Senior Notes due 2023
MVO,MV Oil Trust Units of Beneficial Interests
MWA,MUELLER WATER PRODUCTS Common Stock
MX,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock"
MXL,"MaxLinear, Inc. Common Stock"
MYCC,"ClubCorp Holdings, Inc. Common Stock"
MYE,"Myers Industries, Inc. Common Stock"
MYOV,Myovant Sciences Ltd. Common Shares
NADL,North Atlantic Drilling Ltd. Common Shares
NAO,Nordic Amern Offshore Ltd Ordinary Shares (Bermuda)
NAP,Navios Maritime Midstream Partners LP Common Units representing limited partner interests
NAT,Nordic American Tankers Limited Common Stock
NAV,Navistar International Corporation Common Stock
NAV$D,Navistar International Corporation Preferred Stock
NBHC,National Bank Holdings Corporation Common Stock
NBL,Noble Energy Inc. Common Stock
NBLX,Noble Midstream Partners LP Common Units Representing Limited Partner Interests
NBR,Nabors Industries Ltd.
NC,"NACCO Industries, Inc. Common Stock"
NCI,"Navigant Consulting, Inc. Common Stock"
NCR,NCR Corporation Common Stock
NCS,"NCI Building Systems, Inc. New Common Stock"
NDRO,Enduro Royalty Trust Trust Units representing beneficial interest in the trust
NE,Noble Corporation Ordinary Shares (UK)
NEA,Nuveen AMT
NEE,"NextEra Energy, Inc. Common Stock"
NEE$C,"FPL Group, Inc. 5 7/8% Preferred Trust Securities"
NEE$G,"NextEra Energy, Inc. Series G Junior Subordinated Debenture due March 1, 2072"
NEE$H,"NextEra Energy, Inc. Series H Junior Subordinated Debentures due June 15, 2072"
NEE$I,"NextEra Energy, Inc. Series I Junior Subordinated Debentures due November 15, 2072"
NEE$J,"NextEra Energy, Inc. Series J Junior Subordinated Debentures due January 15, 2073"
NEE$K,"NextEra Energy, Inc. Series K Junior Subordinated Debentures due June 1, 2076"
NEE$Q,"NextEra Energy, Inc. Corporate Units"
NEE$R,"NextEra Energy, Inc. Corporate Units expiring 09/01/2019"
NEFF,Neff Corporation Common Stock
NEM,Newmont Mining Corporation
NEP,"NextEra Energy Partners, LP Common Units representing limited partner interests"
NEU,NewMarket Corp Common Stock
NEWM,New Media Investment Group Inc. Common Stock
NEWR,"New Relic, Inc. Common Stock"
NFG,National Fuel Gas Company Common Stock
NFX,Newfield Exploration Company Common Stock
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares"
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests
NGLS$A,Targa Resources Partners LP 9.00% Series A Fixed
NGS,"Natural Gas Services Group, Inc. Common Stock"
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock"
NGVT,Ingevity Corporation Common Stock 
NHI,"National Health Investors, Inc. Common Stock"
NI,NiSource Inc Common Stock
NJR,NewJersey Resources Corporation Common Stock
NKE,"Nike, Inc. Common Stock"
NKX,Nuveen California AMT
NL,"NL Industries, Inc. Common Stock"
NLS,"Nautilus, Inc. Common Stock"
NLSN,Nielsen N.V. Ordinary Shares
NLY,Annaly Capital Management Inc Common Stock
NLY$A,Annaly Capital Management Inc Preferred Stock Series A
NLY$C,Annaly Capital Management Inc 7.625% Series C Cumulative Redeemable Preferred Stock
NLY$D,Annaly Capital Management Inc Preferred Series D
NLY$E,Annaly Capital Management Inc 7.625% Series E Cumulative Redeemable Preferred Stock
NM,Navios Maritime Holdings Inc. Common Stock
NM$G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands)
NM$H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%
NMBL,"Nimble Storage, Inc. Common Stock"
NMFC,New Mountain Finance Corporation Common Stock
NMK$B,"Niagara Mohawk Holdings, Inc. Preferred Stock"
NMK$C,"Niagara Mohawk Holdings, Inc. Preferred Stock"
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests
NMR,Nomura Holdings Inc ADR American Depositary Shares
NNA,Navios Maritime Acquisition Corporation Common stock
NNI,"Nelnet, Inc. Common Stock"
NNN,National Retail Properties Common Stock
NNN$E,"National Retail Properties Depositary Shares, each representing a 1/100th interest in a share of 5.70% Series E Pfd."
NNN$F,"National Retail Properties Depositary Shares, each representing a 1/100th interest in a share of 5.20% Series F Cumulative Redeemable Preferred Stock"
NOA,"North American Energy Partners, Inc. Common Shares (no par)"
NOAH,Noah Holdings Limited
NOC,Northrop Grumman Corporation Common Stock
NOK,Nokia Corporation Sponsored American Depositary Shares
NOMD,Nomad Foods Limited Ordinary Shares
NORD,"Nord Anglia Education, Inc. Ordinary Shares"
NOV,"National Oilwell Varco, Inc. Common Stock"
NOW,"ServiceNow, Inc. Common Stock"
NP,"Neenah Paper, Inc. Common Stock"
NPK,"National Presto Industries, Inc. Common Stock"
NPO,EnPro Industries Inc
NPTN,NeoPhotonics Corporation Common Stock
NQ,"NQ Mobile Inc. American Depositary Shares, each representing five Class A common shares"
NR,"Newpark Resources, Inc. Common Stock"
NRE,NorthStar Realty Europe Corp. Common Stock
NRG,"NRG Energy, Inc. Common Stock"
NRK,Nuveen New York AMT
NRP,Natural Resource Partners LP Limited Partnership
NRT,North European Oil Royality Trust Common Stock
NRZ,New Residential Investment Corp. Common Stock
NS,Nustar Energy L.P.  Common Units
NS$A,Nustar Energy L.P. 8.50% Series A Fixed
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest
NSC,Norfolk Southern Corporation Common Stock
NSH,"Nustar GP Holdings, LLC Units"
NSM,Nationstar Mortgage Holdings Inc. Common Stock
NSP,"Insperity, Inc. Common Stock"
NSR,"Neustar, Inc. Neustar, Inc. Class A Common Stock"
NSS,"NuStar Logistics, L.P. 7.625% Fixed"
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares
NTL,"Nortel Inversora SA, ADR Common Stock"
NTP,Nam Tai Property Inc. Common Stock
NTZ,"Natuzzi, S.p.A."
NUE,Nucor Corporation Common Stock
NUS,"Nu Skin Enterprises, Inc. Common Stock"
NUW,Nuveen AMT
NVG,Nuveen AMT
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
NVO,Novo Nordisk A/S Common Stock
NVR,"NVR, Inc. Common Stock"
NVRO,Nevro Corp. Common Stock
NVS,Novartis AG Common Stock
NVTA,Invitae Corporation Common Stock
NW$C,Natl Westminster Pfd Preferred Stock
NWE,NorthWestern Corporation Common Stock
NWHM,New Home Company Inc. (The) Common Stock
NWL,Newell Brands Inc. Common Stock
NWN,Northwest Natural Gas Company Common Stock
NWY,"New York & Company, Inc. New York & Company, Inc. Common Shares"
NX,Quanex Building Products Corporation Common Stock
NXC,Nuveen California Select Tax
NXN,Nuveen New York Select Tax
NXP,Nuveen Select Tax Free Income Portfolio Common Stock
NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock
NXR,Nuveen Select Tax Free Income Portfolio III Common Stock
NXRT,"NexPoint Residential Trust, Inc. Common Stock"
NYCB,"New York Community Bancorp, Inc. Common Stock"
NYCB$A,"New York Community Bancorp, Inc. Depositary shares, each representing a 1/40th interest in a share of Fixed"
NYCB$U,"New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)"
NYLD,"NRG Yield, Inc. Class C Common Stock"
NYLD.A,"NRG Yield, Inc. Class A Common Stock"
NYRT,"New York REIT, Inc. Common Stock"
NYT,New York Times Company (The) Common Stock
O,Realty Income Corporation Common Stock
O$F,Realty Income Corporation Monthly Income Cumulative Red Preferred Stock Class F
OA,"Orbital ATK, Inc. Common Stock"
OAK,"Oaktree Capital Group, LLC Class A Units Representing Limited Liability Company Interests"
OAKS,Five Oaks Investment Corp. Common Stock
OAKS$A,Five Oaks Investment Corp. 8.75% Series A Cumulative Redeemable Preferred Stock
OAS,Oasis Petroleum Inc. Common Stock
OB,"OneBeacon Insurance Group, Ltd. Class A Common Stock"
OC,Owens Corning Inc Common Stock New
OCIP,OCI Partners LP Common Units representing Limited Partner Interests
OCN,Ocwen Financial Corporation NEW Common Stock
ODC,Oil
OEC,Orion Engineered Carbons S.A Common Shares
OFC,Corporate Office Properties Trust Common Stock
OFC$L,Corporate Office Properties Trust Preferred Series L
OFG,OFG Bancorp Common Stock
OFG$A,OFG Bancorp Preferred Stock
OFG$B,OFG Bancorp 7.0% Non Cumulative Monthly Income Preferred Stock Series B
OFG$D,OFG Bancorp 7.125% Non
OGE,OGE Energy Corporation Common Stock
OGS,"ONE Gas, Inc. Common Stock"
OHI,"Omega Healthcare Investors, Inc. Common Stock"
OI,Owens
OIA,Invesco Municipal Income Opportunities Trust Common Stock
OIBR.C,"Oi S.A. American Depositary Shares, (Each representing 1 Common Share)"
OII,"Oceaneering International, Inc. Common Stock"
OIS,"Oil States International, Inc. Common Stock"
OKE,"ONEOK, Inc. Common Stock"
OKS,"ONEOK Partners, L.P. Common Stock"
OLN,Olin Corporation Common Stock
OLP,"One Liberty Properties, Inc. Common Stock"
OMAA,OM Asset Management plc 5.125% Notes due 2031
OMAM,OM Asset Management plc Ordinary Shares
OMC,Omnicom Group Inc. Common Stock
OME,Omega Protein Corporation Common Stock
OMF,"OneMain Holdings, Inc. Common Stock"
OMI,"Owens & Minor, Inc. Common Stock"
OMN,OMNOVA Solutions Inc. Common Stock
ONDK,"On Deck Capital, Inc. Common Stock"
OOMA,"Ooma, Inc. Common Stock"
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)"
OR,Osisko Gold Royalties Ltd Common Shares
ORA,"Ormat Technologies, Inc. Common Stock"
ORAN,Orange
ORC,"Orchid Island Capital, Inc. Common Stock"
ORCL,Oracle Corporation Common Stock
ORI,Old Republic International Corporation Common Stock
ORN,"Orion Group Holdings, Inc. Common"
OSB,Norbord Inc. Common Stock
OSG,"Overseas Shipholding Group, Inc. Class A Common Stock"
OSK,Oshkosh Corporation (Holding Company)Common Stock
OUT,OUTFRONT Media Inc. Common Stock
OXM,"Oxford Industries, Inc. Common Stock"
OXY,Occidental Petroleum Corporation Common Stock
OZM,Och
P,"Pandora Media, Inc. Common Stock"
PAA,"Plains All American Pipeline, L.P. Common Stock"
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)"
PACD,Pacific Drilling S.A. Common Shares
PAG,"Penske Automotive Group, Inc. Common Stock"
PAGP,"Plains Group Holdings, L.P. Class A Shares representing limited partner interests"
PAH,Platform Specialty Products Corporation Common Stock
PAM,Pampa Energia S.A. Pampa Energia S.A.
PANW,"Palo Alto Networks, Inc. Common Stock"
PAR,PAR Technology Corporation Common Stock
PAY,"Verifone Systems, Inc. Common Stock"
PAYC,"Paycom Software, Inc. Common Stock"
PB,"Prosperity Bancshares, Inc. Common Stock"
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada)
PBB,Prospect Capital Corporation 6.25% Notes due 2024
PBF,PBF Energy Inc. Class A Common Stock
PBFX,PBF Logistics LP Common Units representing limited partner interests
PBH,"Prestige Brand Holdings, Inc. Common Stock"
PBI,Pitney Bowes Inc. Common Stock
PBI$B,Pitney Bowes Inc 6.70% Notes Due 2043
PBR,Petroleo Brasileiro S.A.
PBR.A,Petroleo Brasileiro S.A.
PBT,Permian Basin Royalty Trust Common Stock
PCG,Pacific Gas & Electric Co. Common Stock
PDM,"Piedmont Office Realty Trust, Inc. Class A Common Stock"
PDS,Precision Drilling Corporation Common Stock
PE,"Parsley Energy, Inc. Class A Common Stock"
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest
PEB$C,Pebblebrook Hotel Trust 6.50% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
PEB$D,Pebblebrook Hotel Trust 6.375% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest
PEG,Public Service Enterprise Group Incorporated Common Stock
PEI,Pennsylvania Real Estate Investment Trust Common Stock
PEI$A,Pennsylvania Real Estate Investment Trust PFD sh CL A
PEI$B,Pennsylvania Real Estate Investment Trust Cumulative Redeemable Perpetual Preferred Shares Series B
PEI$C,Pennsylvania Real Estate Investment Trust 7.20% Series C Cumulative Redeemable Perpetual Preferred Shares
PEN,"Penumbra, Inc. Common Stock"
PEP,"Pepsico, Inc. Common Stock"
PER,SandRidge Permian Trust Common Units of Benficial Interest
PES,Pioneer Energy Services Corp. Common Stk
PF,"Pinnacle Foods, Inc. Common Stock"
PFE,"Pfizer, Inc. Common Stock"
PFG,Principal Financial Group Inc Common Stock
PFGC,Performance Food Group Company Common Stock
PFH,Cabco Tr Jcp 7.625 Common Stock
PFK,Prudential Financial Inflation
PFS,"Provident Financial Services, Inc Common Stock"
PFSI,"PennyMac Financial Services, Inc. Class A Common Stock"
PG,Procter & Gamble Company (The) Common Stock
PGEM,"Ply Gem Holdings, Inc. Common Stock"
PGH,Pengrowth Energy Corporation
PGR,Progressive Corporation (The) Common Stock
PGRE,"Paramount Group, Inc. Common Stock"
PGTI,"PGT Innovations, Inc."
PH,Parker
PHD,Pioneer Floating Rate Trust Pioneer Floating Rate Trust Shares of Beneficial Interest
PHG,Koninklijke Philips N.V. NY Registry Shares
PHH,PHH Corp Common Stock
PHI,PLDT Inc. Sponsored ADR
PHM,"PulteGroup, Inc. Common Stock"
PHT,Pioneer High Income Trust Common Shares of Beneficial Interest
PHX,Panhandle Oil and Gas Inc Common Stock
PII,Polaris Industries Inc. Common Stock
PIM,Putnam Master Intermediate Income Trust Common Stock
PIR,"Pier 1 Imports, Inc. Common Stock"
PIY,Preferred Plus Trust (Ser CZN) Preferred Plus Trust Ser CZN
PJC,Piper Jaffray Companies Common Stock
PJH,"Prudential Financial, Inc. 5.75% Junior Subordinated Notes due 2052"
PJT,PJT Partners Inc. Class A Common Stock
PK,Park Hotels & Resorts Inc. Common Stock 
PKD,Parker Drilling Company Common Stock
PKE,Park Electrochemical Corporation Common Stock
PKG,Packaging Corporation of America Common Stock
PKI,"PerkinElmer, Inc. Common Stock"
PKX,POSCO Common Stock
PKY,"Parkway, Inc. Common Stock "
PL$C,Protective Life Corporation 6.25% Subordinated Debentures due 2042
PL$E,Protective Life Corporation 6.00% Subordinated Debentures due 2042
PLD,"ProLogis, Inc. Common Stock"
PLNT,"Planet Fitness, Inc. Common Stock"
PLOW,"Douglas Dynamics, Inc. Common Stock"
PLT,"Plantronics, Inc. Common Stock"
PM,Philip Morris International Inc Common Stock
PMC,Pharmerica Corporation Common Stock
PMM,Putnam Managed Municipal Income Trust Common Stock
PMO,Putnam Municipal Opportunities Trust Common Stock
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
PMT$A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed
PN,"Patriot National, Inc. Common Stock"
PNC,"PNC Financial Services Group, Inc. (The) Common Stock"
PNC$P,"PNC Financial Services Group, Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P"
PNC$Q,"PNC Financial Services Group, Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Shares Series Q"
PNC.W,"PNC Financial Services Group, Inc. Warrant expiring December 31, 2018"
PNM,"PNM Resources, Inc. (Holding Co.) Common Stock"
PNR,Pentair plc. Ordinary Share
PNTA,PennantPark Investment Corporation 6.25% Senior Notes due 2025
PNW,Pinnacle West Capital Corporation Common Stock
POL,PolyOne Corporation Common Stock
POR,Portland General Electric Co Common Stock
POST,"Post Holdings, Inc. Common Stock"
POT,Potash Corporation of Saskatchewan Inc. Common Stock
PPG,"PPG Industries, Inc. Common Stock"
PPL,PPL Corporation Common Stock
PPP,Primero Mining Corp.  New Common Shares (Canada)
PPR,Voya Prime Rate Trust Shares of Beneficial Interest
PPT,Putnam Premier Income Trust Common Stock
PQ,Petroquest Energy Inc Common Stock
PRA,ProAssurance Corporation Common Stock
PRE$F,PartnerRe Ltd. Redeemable Preferred Shares Series F (Bermuda)
PRE$G,"PartnerRe Ltd. 6.50% Series G Cumulative Redeemable Preferred Shares, $1.00 par value"
PRE$H,"PartnerRe Ltd. 7.25% Series H Cumulative Redeemable Preferred Shares, $1.00 par value"
PRE$I,PartnerRe Ltd. 5.875% Series I Non
PRGO,Perrigo Company plc Ordinary Shares
PRH,"Prudential Financial, Inc. 5.70% Junior Subordinated Notes due 2053"
PRI,"Primerica, Inc. Common Stock"
PRLB,"Proto Labs, Inc. Common stock"
PRO,"PROS Holdings, Inc. Common Stock"
PRTY,Party City Holdco Inc. Common Stock
PRU,"Prudential Financial, Inc. Common Stock"
PSA,Public Storage Common Stock
PSA$A,"Public Storage Depositary Shares each representing 1/1,000 of a 5.875% Cumulative Preferred SBI, Series A"
PSA$B,"Public Storage Depositary Shares, each representing 1/1,000 of a 5.40% Cumulative Preferred Share of Beneficial Interest"
PSA$C,"Public Storage Depositary Shares Each Representing 1/1000 of a 5.125% Cumulative Preferred Share of Beneficial Interest, Series C"
PSA$D,"Public Storage Depositary Shares Each Representing 1/1000 of a 4.95% Cumulative Preferred Share of Beneficial Interest, Series D"
PSA$E,"Public Storage Depositary Shares Each Representing 1/1000 of a 4.90% Cumulative Preferred Share of Beneficial Interest, Series E"
PSA$S,Public Storage DEP SH REPSTG PFD SH BEN INT SER S
PSA$T,Public Storage Depository Shares Representing 1/1000 Pfd Shares Beneficial Interest Series T
PSA$U,Public Storage Depositary Shares Representing 1/1000 Preferred Benerficial Interest Series U
PSA$V,Public Storage Dep Shs Repstg 1/1000th Pfd Sh Ben Int Ser V
PSA$W,Public Storage Depositary Shares Representing 1/1000 Preferred Shares of Benficial Interest Series W
PSA$X,Public Storage Depositary Shares Representing 1/1000th Cumulative Preferred Shares Beneficial Interest Series X
